"Data","Projeto","Equipe","Equipamento","Horas Totais","Horas Trabalhadas","Horas Paradas","Parada DH_GEL","Parada Parc das artes","Parada Chuva","Parada Mecânica","Outros Motivos","Motivo / Justificativa","Causa Raiz","Atenção","Notas","Análise preliminar","Dúvidas","Responsável","NÂº RDO","Centro de Custo","Observações","Cat_Diagnostico","Confianca_0_100","Nota_Confiabilidade","Revisar"
2026-02-09,"88007 PP25067 - PARC DAS ARTES","1 TURNO",NA,1899-12-30 09:00:00,1899-12-30 07:00:00,1899-12-30 02:00:00,1899-12-30 02:00:00,NA,NA,NA,1899-12-30 02:00:00,"Aguardando caminhão/ Retro para nivelar terreno","Falta de planejamento",FALSE,"A equipe ficou aguardando o caminhão (provavelmente a retroescavadeira, ou o prancha com a retroescavadeira) para iniciar o canteiro de obras","Faltou planejamento para a equipe e os equipamentos mobilizarem juntos e estarem prontos para o trabalho no mesmo momento.","Retroescavadeira","LEANDRO",NA,NA,"preparando materiais para o projeto",
